Prob Thresh,Max Pos,Stop Loss,Hold Days,Target/Trail,CAGR,Sharpe,Max DD
0.70,8,-12%,60,15%,10.50%,0.40,-12.67%
0.75,3,-5%,15,35%,10.50%,0.44,-11.12%
0.70,5,-12%,60,15%,10.50%,0.33,-20.87%
0.75,3,-5%,20,35%,10.49%,0.42,-16.21%
0.70,4,-12%,45,15%,10.49%,0.32,-23.35%
0.70,5,-8%,30,35%,10.48%,0.33,-21.25%
0.70,10,-5%,15,25%,10.48%,0.51,-11.55%
0.60,10,-6%,60,35%,10.48%,0.29,-43.70%
0.75,4,-12%,45,15%,10.48%,0.44,-16.77%
0.75,8,-12%,50,30%,10.48%,0.64,-8.54%
0.70,6,-5%,40,25%,10.48%,0.36,-21.59%
0.75,6,-12%,30,30%,10.48%,0.54,-12.05%
0.75,3,-5%,15,30%,10.47%,0.45,-11.12%
0.70,5,-10%,45,35%,10.47%,0.32,-21.26%
0.65,4,-6%,60,35%,10.47%,0.29,-32.35%
0.65,8,-8%,60,35%,10.47%,0.30,-31.05%
0.65,4,-10%,40,25%,10.46%,0.29,-34.95%
0.75,8,-15%,30,35%,10.46%,0.64,-10.09%
0.75,3,-10%,40,20%,10.46%,0.40,-20.36%
0.70,8,-6%,50,25%,10.46%,0.40,-15.03%
0.65,10,-6%,15,35%,10.46%,0.33,-26.89%
0.70,4,-6%,60,25%,10.46%,0.32,-29.35%
0.75,10,-15%,50,35%,10.46%,0.72,-8.35%
0.60,3,-6%,20,30%,10.45%,0.29,-39.45%
0.75,10,-15%,60,30%,10.45%,0.68,-10.53%
0.75,10,-15%,60,25%,10.45%,0.72,-9.44%
0.75,3,-10%,45,25%,10.45%,0.40,-14.12%
0.75,3,-6%,45,30%,10.45%,0.41,-13.90%
0.75,6,-10%,60,25%,10.45%,0.52,-12.13%
0.60,2,-12%,30,30%,10.45%,0.29,-48.86%
0.75,3,-6%,15,30%,10.44%,0.44,-11.63%
0.65,6,-6%,50,30%,10.44%,0.29,-29.58%
0.65,10,-6%,15,30%,10.44%,0.33,-26.89%
0.70,4,-15%,40,35%,10.44%,0.30,-32.51%
0.70,10,-8%,30,25%,10.43%,0.44,-12.93%
0.70,8,-10%,20,35%,10.43%,0.39,-11.79%
0.75,4,-8%,20,35%,10.43%,0.47,-16.81%
0.75,4,-15%,20,20%,10.43%,0.47,-11.36%
0.75,5,-15%,40,12%,10.43%,0.51,-12.94%
0.70,4,-6%,50,30%,10.42%,0.32,-25.17%
0.75,3,-10%,30,20%,10.42%,0.40,-19.26%
0.65,3,-12%,60,20%,10.42%,0.29,-35.14%
0.80,2,-12%,40,35%,10.42%,0.47,-19.23%
0.70,10,-10%,30,25%,10.42%,0.43,-13.84%
0.70,8,-8%,30,25%,10.42%,0.38,-14.10%
0.75,5,-8%,50,25%,10.41%,0.52,-8.48%
0.75,5,-12%,40,15%,10.41%,0.49,-14.16%
0.70,2,-15%,60,20%,10.41%,0.29,-30.29%
0.70,8,-10%,30,25%,10.41%,0.38,-14.36%
0.65,8,-10%,15,25%,10.41%,0.31,-32.40%
0.60,10,-15%,20,25%,10.41%,0.29,-47.03%
0.75,10,-15%,45,35%,10.41%,0.74,-8.69%
0.75,10,-15%,50,25%,10.41%,0.76,-6.92%
0.60,8,-12%,15,25%,10.40%,0.29,-50.04%
0.75,2,-6%,50,15%,10.40%,0.37,-18.37%
0.60,3,-10%,15,25%,10.40%,0.29,-45.18%
0.75,6,-12%,20,35%,10.40%,0.56,-9.08%
0.75,3,-12%,20,15%,10.40%,0.41,-17.46%
0.65,3,-5%,45,20%,10.39%,0.29,-40.85%
0.80,2,-10%,50,35%,10.39%,0.45,-19.60%
0.60,10,-12%,50,25%,10.39%,0.29,-42.04%
0.75,6,-10%,45,25%,10.39%,0.55,-9.27%
0.70,5,-15%,20,35%,10.39%,0.33,-22.95%
0.65,5,-6%,15,30%,10.39%,0.29,-31.84%
0.70,8,-5%,50,25%,10.39%,0.39,-14.69%
0.65,4,-10%,40,20%,10.39%,0.29,-40.51%
0.70,10,-10%,45,20%,10.38%,0.43,-12.17%
0.65,5,-5%,30,35%,10.38%,0.29,-28.76%
0.75,3,-12%,20,20%,10.38%,0.41,-14.16%
0.65,10,-8%,15,30%,10.38%,0.32,-28.98%
0.65,4,-6%,15,35%,10.38%,0.29,-36.45%
0.60,5,-15%,15,30%,10.38%,0.29,-50.09%
0.70,4,-5%,20,35%,10.38%,0.33,-24.07%
0.75,3,-10%,60,20%,10.38%,0.38,-20.75%
0.75,4,-8%,30,15%,10.37%,0.48,-15.99%
0.65,10,-8%,30,25%,10.37%,0.31,-28.38%
0.60,6,-10%,45,35%,10.37%,0.29,-46.11%
0.70,5,-8%,20,25%,10.37%,0.34,-17.08%
0.75,3,-10%,30,12%,10.37%,0.41,-16.39%
0.60,3,-10%,60,25%,10.37%,0.29,-53.15%
0.75,2,-15%,20,15%,10.36%,0.34,-21.33%
0.70,8,-5%,30,25%,10.36%,0.40,-13.86%
0.70,6,-5%,50,35%,10.36%,0.34,-20.45%
0.70,6,-6%,40,25%,10.35%,0.35,-22.20%
0.70,6,-15%,40,20%,10.35%,0.34,-26.25%
0.65,4,-15%,50,30%,10.35%,0.29,-39.28%
0.75,6,-15%,30,25%,10.35%,0.53,-12.99%
0.65,3,-15%,30,30%,10.35%,0.29,-38.27%
0.75,5,-10%,45,30%,10.35%,0.47,-12.06%
0.60,8,-15%,15,30%,10.34%,0.29,-46.45%
0.75,3,-12%,15,35%,10.34%,0.39,-18.13%
0.75,4,-10%,45,15%,10.33%,0.44,-16.16%
0.75,5,-8%,60,25%,10.33%,0.49,-11.65%
0.70,4,-6%,30,35%,10.33%,0.31,-26.87%
0.65,6,-10%,20,20%,10.33%,0.29,-34.70%
0.75,6,-10%,50,30%,10.33%,0.52,-8.57%
0.70,5,-5%,30,35%,10.33%,0.33,-24.66%
0.60,4,-12%,30,25%,10.33%,0.29,-39.11%
0.75,5,-10%,20,30%,10.32%,0.50,-12.46%
0.75,8,-12%,45,30%,10.32%,0.63,-8.88%
0.75,6,-15%,45,15%,10.32%,0.52,-14.43%
0.75,4,-6%,40,30%,10.32%,0.46,-12.39%
0.65,6,-12%,30,30%,10.32%,0.29,-32.05%
0.70,2,-6%,20,30%,10.32%,0.29,-49.82%
0.60,4,-12%,50,25%,10.32%,0.29,-39.83%
0.65,10,-15%,30,15%,10.31%,0.31,-28.98%
0.75,2,-6%,60,15%,10.31%,0.37,-18.05%
0.65,5,-10%,20,30%,10.31%,0.29,-32.90%
0.75,6,-15%,30,15%,10.31%,0.56,-12.85%
0.75,4,-8%,45,20%,10.31%,0.46,-10.21%
0.75,6,-12%,40,15%,10.30%,0.54,-12.38%
0.60,10,-10%,15,25%,10.30%,0.29,-43.20%
0.75,2,-6%,60,30%,10.30%,0.34,-19.42%
0.70,4,-15%,15,30%,10.30%,0.31,-24.33%
0.70,8,-10%,50,20%,10.29%,0.37,-14.50%
0.75,5,-8%,40,25%,10.29%,0.52,-11.31%
0.70,4,-5%,40,25%,10.28%,0.32,-27.78%
0.65,10,-8%,40,25%,10.28%,0.31,-28.81%
0.70,8,-5%,20,20%,10.28%,0.42,-13.27%
0.70,8,-6%,40,25%,10.27%,0.39,-14.68%
0.75,4,-10%,30,15%,10.26%,0.44,-14.69%
0.65,2,-15%,50,25%,10.26%,0.29,-48.30%
0.65,5,-15%,50,25%,10.25%,0.28,-36.54%
0.75,2,-10%,20,35%,10.25%,0.33,-17.45%
0.75,6,-15%,50,12%,10.24%,0.54,-12.35%
0.70,10,-10%,50,20%,10.24%,0.42,-13.54%
0.70,6,-5%,15,25%,10.24%,0.37,-15.35%
0.70,6,-15%,20,25%,10.24%,0.34,-22.42%
0.70,4,-12%,15,25%,10.23%,0.31,-21.56%
0.75,5,-15%,45,20%,10.23%,0.46,-15.66%
0.65,5,-8%,20,35%,10.23%,0.28,-35.05%
0.75,5,-10%,50,15%,10.23%,0.49,-11.59%
0.70,6,-15%,30,35%,10.23%,0.32,-21.47%
0.75,6,-12%,60,12%,10.23%,0.55,-10.29%
0.65,3,-5%,30,25%,10.23%,0.28,-33.99%
0.75,4,-6%,30,35%,10.23%,0.44,-15.68%
0.60,4,-5%,45,35%,10.22%,0.28,-47.84%
0.70,6,-12%,40,15%,10.22%,0.34,-18.81%
0.70,10,-10%,15,30%,10.22%,0.45,-10.15%
0.75,2,-6%,15,30%,10.22%,0.36,-19.49%
0.75,6,-15%,30,30%,10.22%,0.51,-13.00%
0.70,6,-8%,60,25%,10.22%,0.33,-18.36%
0.70,10,-15%,45,15%,10.22%,0.42,-16.27%
0.75,6,-12%,20,30%,10.22%,0.55,-9.08%
0.60,2,-8%,60,20%,10.21%,0.29,-55.09%
0.70,10,-6%,20,20%,10.21%,0.48,-11.04%
0.65,4,-8%,15,35%,10.21%,0.28,-43.69%
0.60,8,-8%,20,30%,10.21%,0.28,-44.67%
0.75,3,-8%,40,20%,10.21%,0.39,-18.85%
0.75,6,-12%,20,25%,10.21%,0.57,-8.89%
0.60,6,-15%,30,25%,10.21%,0.28,-49.95%
0.75,10,-15%,40,25%,10.21%,0.76,-6.22%
0.75,6,-12%,45,15%,10.20%,0.53,-12.53%
0.65,8,-12%,40,20%,10.20%,0.29,-34.81%
0.75,8,-12%,30,35%,10.20%,0.59,-11.32%
0.65,5,-12%,40,25%,10.20%,0.28,-37.09%
0.70,5,-12%,30,15%,10.20%,0.32,-15.46%
0.60,6,-8%,40,35%,10.19%,0.28,-42.43%
0.60,3,-15%,20,30%,10.19%,0.28,-48.41%
0.75,5,-6%,40,35%,10.19%,0.49,-9.91%
0.75,4,-15%,30,20%,10.19%,0.41,-17.74%
0.60,6,-5%,45,30%,10.19%,0.28,-47.87%
0.70,4,-10%,45,30%,10.18%,0.30,-22.72%
0.70,4,-5%,45,25%,10.18%,0.31,-27.64%
0.70,8,-6%,30,30%,10.17%,0.38,-14.63%
0.65,2,-12%,50,25%,10.17%,0.28,-59.21%
0.70,8,-6%,15,25%,10.17%,0.42,-11.36%
0.65,5,-15%,60,30%,10.17%,0.28,-32.87%
0.75,6,-10%,60,15%,10.17%,0.54,-11.06%
0.75,6,-12%,40,20%,10.16%,0.53,-13.23%
0.75,8,-12%,45,25%,10.16%,0.62,-8.88%
0.70,2,-15%,60,15%,10.16%,0.28,-33.71%
0.75,2,-8%,20,12%,10.16%,0.36,-20.56%
0.70,6,-10%,50,20%,10.16%,0.33,-20.26%
0.75,4,-8%,30,25%,10.16%,0.44,-17.61%
0.65,6,-12%,50,25%,10.16%,0.28,-35.54%
0.65,6,-6%,60,35%,10.16%,0.28,-29.53%
0.75,2,-6%,40,15%,10.16%,0.36,-22.16%
0.70,6,-8%,30,35%,10.15%,0.32,-18.60%
0.65,6,-12%,30,25%,10.15%,0.28,-34.00%
0.80,4,-10%,40,35%,10.15%,0.63,-12.51%
0.60,4,-10%,15,35%,10.15%,0.28,-46.91%
0.75,3,-5%,50,35%,10.15%,0.38,-14.24%
0.75,3,-8%,30,12%,10.15%,0.41,-14.69%
0.65,3,-10%,60,25%,10.15%,0.28,-44.43%
0.60,8,-12%,50,25%,10.15%,0.28,-47.48%
0.70,4,-15%,30,20%,10.14%,0.30,-27.87%
0.60,8,-6%,15,30%,10.14%,0.28,-46.16%
0.75,4,-12%,20,15%,10.14%,0.46,-10.82%
0.75,6,-8%,40,30%,10.14%,0.53,-9.21%
0.75,4,-15%,45,12%,10.14%,0.41,-13.75%
0.75,2,-10%,20,20%,10.14%,0.33,-17.40%
0.70,10,-10%,40,20%,10.14%,0.41,-13.24%
0.60,8,-6%,15,35%,10.13%,0.28,-45.06%
0.65,10,-12%,50,20%,10.13%,0.30,-31.99%
0.60,4,-8%,30,35%,10.13%,0.28,-39.14%
0.60,5,-10%,60,35%,10.13%,0.28,-41.94%
0.75,4,-15%,15,35%,10.13%,0.43,-15.06%
0.65,4,-10%,50,20%,10.12%,0.28,-39.21%
0.70,4,-5%,30,30%,10.12%,0.30,-26.54%
0.70,5,-12%,15,30%,10.12%,0.32,-17.42%
0.60,8,-8%,50,25%,10.12%,0.28,-41.38%
0.70,6,-12%,15,30%,10.11%,0.34,-14.85%
0.75,5,-8%,45,30%,10.10%,0.48,-10.28%
0.75,3,-8%,20,30%,10.10%,0.40,-17.02%
0.75,6,-8%,30,35%,10.10%,0.52,-11.52%
0.60,8,-10%,30,25%,10.10%,0.28,-38.26%
0.75,3,-15%,20,12%,10.09%,0.39,-15.34%
0.75,5,-10%,40,15%,10.09%,0.48,-11.55%
0.75,8,-15%,45,25%,10.09%,0.60,-9.85%
0.70,5,-15%,40,30%,10.09%,0.30,-26.31%
0.75,2,-15%,20,30%,10.09%,0.32,-25.67%
0.75,2,-15%,20,25%,10.09%,0.32,-25.67%
0.75,2,-8%,15,25%,10.08%,0.33,-22.10%
0.75,5,-15%,20,15%,10.08%,0.51,-9.50%
0.75,5,-12%,45,15%,10.08%,0.46,-12.23%
0.65,10,-8%,50,25%,10.08%,0.29,-30.97%
0.60,5,-8%,30,35%,10.07%,0.28,-41.43%
0.75,10,-15%,40,30%,10.07%,0.71,-6.48%
0.60,3,-5%,40,35%,10.07%,0.28,-40.23%
0.70,10,-6%,50,25%,10.07%,0.42,-11.99%
0.65,3,-5%,45,35%,10.07%,0.28,-35.14%
0.70,8,-6%,60,25%,10.07%,0.37,-14.71%
0.60,10,-12%,45,20%,10.07%,0.28,-46.05%
0.70,10,-12%,30,15%,10.06%,0.43,-10.50%
0.75,3,-5%,60,35%,10.06%,0.37,-14.96%
0.75,3,-15%,15,35%,10.06%,0.37,-18.46%
0.65,8,-8%,15,35%,10.06%,0.29,-32.11%
0.65,6,-12%,15,30%,10.06%,0.28,-38.40%
0.70,8,-12%,40,15%,10.06%,0.37,-12.05%
0.75,3,-10%,30,25%,10.06%,0.37,-19.26%
0.75,8,-10%,50,35%,10.05%,0.60,-8.99%
0.70,4,-5%,60,35%,10.05%,0.30,-30.07%
0.75,10,-10%,40,35%,10.05%,0.70,-7.24%
0.75,10,-15%,50,30%,10.05%,0.67,-7.43%
0.75,10,-12%,45,35%,10.05%,0.69,-7.45%
0.75,8,-8%,40,35%,10.04%,0.63,-8.00%
0.60,8,-15%,60,25%,10.04%,0.28,-44.72%
0.80,4,-10%,45,35%,10.04%,0.59,-13.18%
0.60,6,-15%,15,25%,10.04%,0.28,-44.19%
0.65,3,-8%,40,35%,10.04%,0.27,-42.84%
0.70,5,-6%,30,35%,10.04%,0.31,-23.75%
0.75,6,-8%,60,35%,10.04%,0.48,-12.03%
0.75,2,-10%,15,35%,10.04%,0.32,-22.74%
0.60,5,-8%,30,30%,10.04%,0.28,-46.22%
0.65,8,-6%,15,30%,10.03%,0.29,-28.80%
0.70,2,-10%,15,30%,10.03%,0.27,-27.64%
0.60,3,-10%,50,35%,10.03%,0.28,-52.39%
0.60,5,-5%,40,35%,10.03%,0.27,-44.28%
0.65,10,-12%,60,20%,10.03%,0.29,-32.63%
0.65,6,-6%,45,25%,10.02%,0.28,-32.06%
0.70,3,-10%,40,35%,10.02%,0.28,-26.49%
0.70,10,-5%,60,25%,10.01%,0.41,-12.51%
0.75,5,-10%,45,25%,10.01%,0.44,-12.08%
0.65,2,-12%,60,20%,10.01%,0.28,-59.17%
0.65,5,-12%,50,20%,10.01%,0.28,-42.21%
0.60,3,-8%,40,20%,10.00%,0.27,-36.87%
0.75,6,-15%,40,15%,10.00%,0.50,-14.25%
0.70,6,-15%,15,30%,10.00%,0.33,-16.94%
0.80,2,-15%,45,35%,10.00%,0.41,-19.18%
0.70,5,-5%,60,30%,10.00%,0.31,-28.91%
0.75,4,-8%,50,20%,10.00%,0.42,-13.61%
0.60,8,-6%,30,30%,9.99%,0.28,-40.09%
0.65,8,-5%,45,30%,9.99%,0.28,-35.71%
0.60,8,-6%,40,35%,9.99%,0.27,-44.83%
0.70,8,-5%,40,20%,9.99%,0.38,-15.46%
0.75,4,-12%,60,12%,9.99%,0.41,-17.93%
0.70,8,-10%,20,30%,9.98%,0.37,-12.75%
0.75,4,-5%,50,35%,9.98%,0.42,-12.93%
0.70,8,-5%,60,25%,9.98%,0.36,-16.89%
0.65,4,-12%,60,20%,9.98%,0.27,-40.01%
0.65,6,-12%,60,35%,9.98%,0.27,-31.27%
0.60,3,-8%,50,20%,9.98%,0.27,-41.70%
0.70,8,-12%,30,15%,9.97%,0.37,-13.41%
0.60,10,-5%,15,35%,9.97%,0.28,-43.28%
0.75,4,-10%,20,30%,9.97%,0.42,-12.06%
0.70,6,-6%,50,35%,9.97%,0.32,-21.09%
0.65,10,-6%,50,25%,9.96%,0.29,-26.22%
0.65,10,-5%,30,25%,9.96%,0.30,-26.87%
0.70,10,-8%,40,20%,9.96%,0.41,-14.91%
0.70,5,-5%,20,20%,9.96%,0.33,-24.87%
0.80,5,-10%,40,35%,9.96%,0.65,-10.92%
0.80,4,-15%,40,35%,9.95%,0.57,-13.64%
0.60,6,-12%,15,35%,9.95%,0.27,-51.89%
0.65,10,-10%,40,20%,9.95%,0.29,-29.98%
0.65,8,-5%,50,35%,9.95%,0.28,-32.06%
0.75,2,-5%,50,15%,9.95%,0.35,-17.03%
0.70,10,-6%,15,25%,9.94%,0.46,-9.96%
0.75,8,-15%,60,15%,9.94%,0.59,-11.48%
0.70,2,-10%,30,20%,9.94%,0.27,-45.26%
0.75,6,-15%,40,12%,9.94%,0.52,-11.29%
0.70,8,-10%,40,20%,9.94%,0.35,-15.47%
0.70,8,-6%,45,25%,9.93%,0.36,-14.71%
0.60,2,-6%,50,20%,9.93%,0.27,-59.18%
0.70,5,-15%,20,25%,9.93%,0.31,-24.19%
0.70,2,-15%,20,30%,9.92%,0.27,-32.95%
0.75,2,-5%,60,15%,9.92%,0.35,-17.03%
0.75,10,-15%,45,30%,9.92%,0.67,-7.72%
0.75,5,-8%,20,35%,9.92%,0.49,-14.08%
0.70,8,-12%,20,20%,9.91%,0.36,-12.99%
0.75,8,-10%,60,35%,9.91%,0.54,-11.12%
0.60,2,-8%,45,25%,9.91%,0.27,-63.82%
0.65,5,-8%,50,30%,9.91%,0.27,-33.20%
0.70,6,-10%,45,20%,9.91%,0.32,-21.32%
0.65,5,-6%,30,30%,9.91%,0.27,-30.47%
0.70,5,-8%,30,30%,9.90%,0.30,-18.22%
0.70,4,-5%,20,25%,9.90%,0.31,-26.56%
0.60,4,-10%,45,35%,9.90%,0.27,-46.05%
0.75,4,-12%,30,20%,9.90%,0.40,-16.45%
0.65,3,-12%,50,20%,9.90%,0.27,-52.57%
0.65,5,-5%,15,35%,9.90%,0.27,-32.77%
0.60,10,-8%,60,35%,9.90%,0.27,-44.59%
0.60,2,-8%,50,20%,9.89%,0.27,-63.50%
0.75,6,-8%,45,30%,9.89%,0.50,-8.26%
0.65,4,-10%,30,25%,9.89%,0.27,-36.33%
0.75,5,-15%,20,20%,9.89%,0.48,-9.50%
0.65,3,-8%,30,35%,9.89%,0.27,-35.13%
0.70,5,-6%,15,25%,9.89%,0.32,-17.55%
0.70,10,-8%,30,20%,9.89%,0.41,-11.02%
0.70,3,-8%,30,35%,9.89%,0.28,-27.08%
0.75,3,-8%,60,20%,9.88%,0.36,-21.20%
0.60,4,-6%,45,35%,9.88%,0.27,-42.58%
0.60,2,-12%,45,35%,9.88%,0.28,-51.41%
0.75,3,-6%,40,25%,9.87%,0.38,-15.28%
0.60,5,-10%,15,35%,9.87%,0.27,-50.19%
0.70,5,-5%,20,25%,9.87%,0.32,-24.25%
0.70,5,-10%,50,35%,9.87%,0.29,-22.97%
0.70,6,-8%,30,25%,9.87%,0.31,-18.48%
0.80,5,-10%,45,35%,9.87%,0.62,-10.92%
0.65,3,-15%,45,25%,9.87%,0.27,-42.25%
0.75,10,-12%,50,35%,9.87%,0.66,-8.45%
0.75,5,-12%,45,20%,9.86%,0.44,-13.39%
0.65,4,-15%,45,20%,9.86%,0.27,-47.14%
0.75,10,-12%,60,35%,9.86%,0.61,-10.50%
0.70,5,-10%,50,25%,9.86%,0.30,-23.31%
0.60,3,-8%,45,20%,9.86%,0.27,-50.05%
0.70,2,-15%,50,30%,9.86%,0.27,-38.61%
0.75,5,-15%,30,20%,9.86%,0.43,-16.74%
0.75,8,-10%,40,30%,9.85%,0.60,-7.98%
0.60,3,-5%,45,20%,9.85%,0.27,-42.56%
0.70,5,-10%,20,35%,9.85%,0.30,-16.79%
0.70,10,-8%,45,20%,9.85%,0.40,-14.40%
0.75,3,-6%,20,35%,9.85%,0.37,-16.92%
0.60,10,-5%,30,30%,9.85%,0.27,-41.95%
0.75,5,-8%,60,15%,9.84%,0.48,-12.24%
0.70,3,-8%,15,30%,9.84%,0.28,-23.47%
0.65,8,-8%,60,30%,9.84%,0.27,-31.13%
0.65,3,-6%,40,30%,9.84%,0.27,-41.38%
0.75,2,-12%,15,35%,9.84%,0.31,-25.32%
0.75,6,-8%,45,25%,9.84%,0.52,-8.27%
0.70,10,-15%,15,30%,9.83%,0.41,-14.57%
0.75,6,-8%,40,25%,9.83%,0.52,-9.21%
0.75,4,-5%,45,35%,9.82%,0.41,-13.56%
0.75,4,-12%,20,20%,9.82%,0.42,-9.82%
0.70,4,-6%,30,30%,9.82%,0.29,-28.45%
0.75,4,-5%,60,35%,9.81%,0.40,-12.71%
0.60,4,-10%,50,20%,9.81%,0.27,-46.64%
0.75,5,-8%,45,25%,9.81%,0.46,-9.27%
0.75,6,-8%,50,25%,9.81%,0.51,-8.01%
0.75,6,-8%,50,30%,9.81%,0.48,-9.45%
0.75,5,-15%,45,12%,9.81%,0.43,-14.21%
0.70,10,-5%,20,20%,9.81%,0.44,-11.18%
0.75,3,-6%,30,15%,9.81%,0.39,-14.17%
0.70,10,-12%,40,15%,9.81%,0.40,-10.61%
0.75,10,-12%,50,25%,9.80%,0.68,-7.55%
0.70,5,-10%,30,30%,9.80%,0.29,-18.94%
0.70,4,-15%,45,20%,9.80%,0.28,-34.86%
0.70,3,-8%,30,30%,9.80%,0.28,-27.08%
0.75,6,-15%,40,20%,9.80%,0.48,-15.09%
0.70,8,-5%,45,20%,9.80%,0.36,-15.97%
0.70,8,-8%,40,20%,9.79%,0.35,-15.12%
0.60,4,-10%,30,35%,9.79%,0.27,-40.55%
0.60,5,-6%,15,25%,9.79%,0.27,-54.12%
0.75,6,-10%,50,15%,9.79%,0.50,-9.65%
0.65,6,-10%,30,25%,9.78%,0.27,-31.93%
0.75,2,-5%,15,30%,9.78%,0.33,-15.87%
0.75,4,-10%,40,20%,9.78%,0.39,-12.83%
0.80,3,-10%,45,35%,9.78%,0.48,-16.71%
0.75,5,-10%,30,15%,9.78%,0.46,-11.66%
0.75,10,-10%,45,35%,9.77%,0.65,-7.24%
0.65,10,-10%,15,25%,9.77%,0.29,-29.29%
0.75,10,-12%,40,30%,9.77%,0.67,-7.08%
0.65,6,-15%,30,20%,9.77%,0.27,-39.37%
0.70,8,-15%,30,15%,9.77%,0.35,-15.62%
0.65,8,-6%,30,25%,9.76%,0.28,-31.77%
0.75,5,-12%,50,12%,9.76%,0.44,-13.61%
0.75,5,-10%,60,20%,9.76%,0.42,-13.99%
0.70,10,-10%,60,20%,9.76%,0.38,-12.39%
0.75,10,-12%,60,30%,9.76%,0.60,-10.07%
0.75,5,-12%,20,15%,9.76%,0.48,-8.37%
0.60,10,-5%,20,30%,9.76%,0.27,-40.93%
0.70,8,-10%,60,20%,9.75%,0.33,-14.92%
0.75,5,-10%,30,30%,9.75%,0.42,-12.75%
0.70,2,-10%,40,25%,9.75%,0.27,-43.16%
0.80,4,-12%,40,35%,9.75%,0.57,-13.42%
0.70,4,-12%,20,35%,9.75%,0.28,-20.47%
0.70,8,-8%,30,20%,9.74%,0.35,-14.05%
0.75,5,-10%,45,15%,9.74%,0.44,-11.07%
0.75,10,-12%,40,25%,9.74%,0.69,-7.08%
0.75,4,-6%,60,35%,9.74%,0.39,-12.94%
0.70,6,-15%,30,20%,9.74%,0.30,-19.12%
0.75,3,-10%,15,35%,9.74%,0.36,-14.19%
0.75,6,-12%,45,20%,9.74%,0.47,-15.33%
0.80,4,-15%,45,35%,9.74%,0.53,-13.88%
0.75,3,-6%,30,30%,9.73%,0.36,-15.51%
0.65,6,-10%,60,30%,9.73%,0.27,-30.57%
0.65,10,-5%,50,30%,9.73%,0.28,-31.57%
0.75,2,-5%,20,35%,9.73%,0.32,-17.82%
0.70,5,-6%,50,30%,9.72%,0.30,-23.44%
0.60,6,-5%,40,35%,9.72%,0.26,-48.62%
0.60,3,-12%,50,15%,9.72%,0.27,-50.03%
0.65,2,-8%,40,35%,9.72%,0.27,-51.65%
0.70,5,-5%,45,25%,9.72%,0.30,-26.04%
0.70,3,-5%,20,35%,9.72%,0.28,-30.59%
0.75,10,-15%,45,25%,9.72%,0.66,-6.93%
0.65,6,-8%,45,35%,9.72%,0.26,-35.29%
0.70,5,-6%,40,25%,9.71%,0.30,-26.22%
0.65,6,-5%,40,35%,9.71%,0.27,-30.63%
0.75,5,-15%,15,35%,9.71%,0.44,-12.08%
0.70,6,-10%,60,20%,9.71%,0.30,-22.51%
0.75,8,-15%,60,20%,9.70%,0.53,-14.53%
0.75,2,-15%,45,12%,9.70%,0.30,-27.72%
0.75,5,-8%,50,15%,9.70%,0.47,-15.05%
0.70,4,-12%,15,30%,9.70%,0.28,-21.92%
0.75,6,-8%,60,30%,9.70%,0.45,-11.34%
0.75,6,-10%,20,35%,9.70%,0.50,-8.38%
0.70,4,-10%,50,30%,9.70%,0.28,-22.10%
0.70,6,-15%,50,15%,9.69%,0.30,-17.70%
0.70,6,-15%,20,30%,9.69%,0.31,-22.42%
0.70,5,-8%,60,25%,9.69%,0.29,-19.81%
0.65,5,-6%,40,35%,9.69%,0.26,-30.24%
0.75,2,-6%,30,15%,9.68%,0.32,-21.17%
0.70,8,-6%,30,25%,9.68%,0.35,-12.93%
0.75,4,-6%,60,25%,9.68%,0.40,-10.97%
0.75,6,-15%,45,12%,9.68%,0.47,-14.43%
0.75,5,-15%,15,30%,9.68%,0.44,-12.08%
0.70,8,-5%,50,20%,9.67%,0.35,-17.01%
0.60,4,-8%,50,20%,9.67%,0.26,-48.10%
0.75,4,-10%,30,25%,9.67%,0.38,-16.45%
0.70,10,-8%,60,20%,9.67%,0.38,-12.56%
0.70,3,-12%,30,35%,9.67%,0.27,-28.95%
0.75,6,-12%,40,12%,9.67%,0.49,-10.48%
0.75,6,-10%,20,30%,9.66%,0.50,-8.38%
0.75,5,-12%,40,12%,9.66%,0.43,-13.53%
0.70,5,-15%,30,30%,9.66%,0.28,-23.15%
0.60,4,-10%,30,30%,9.64%,0.26,-37.61%
0.60,6,-15%,50,20%,9.64%,0.26,-40.94%
0.70,2,-12%,30,20%,9.64%,0.26,-27.08%
0.80,2,-10%,30,35%,9.64%,0.43,-15.00%
0.60,10,-5%,45,30%,9.64%,0.26,-45.27%
0.75,10,-12%,60,25%,9.64%,0.61,-10.17%
0.75,5,-10%,50,20%,9.64%,0.42,-14.88%
0.70,5,-6%,60,30%,9.64%,0.29,-26.22%
0.80,5,-12%,40,35%,9.64%,0.60,-10.92%
0.75,2,-10%,20,12%,9.64%,0.31,-16.89%
0.65,5,-12%,30,25%,9.63%,0.26,-32.39%
0.65,8,-10%,30,20%,9.63%,0.27,-30.57%
0.70,5,-10%,60,25%,9.63%,0.28,-26.47%
0.60,10,-5%,60,30%,9.62%,0.26,-44.60%
0.75,2,-10%,20,30%,9.62%,0.30,-17.45%
0.60,3,-8%,40,35%,9.62%,0.26,-55.15%
0.65,2,-6%,45,25%,9.62%,0.26,-64.86%
0.80,4,-12%,45,35%,9.61%,0.52,-14.30%
0.60,5,-5%,30,35%,9.60%,0.26,-43.85%
0.70,4,-10%,40,35%,9.60%,0.27,-24.91%
